;title;doi;abstract;url;publish_time;respuesta;score
574;Clinical evidence based review and recommendations of aerosol generating medical procedures in otolaryngology – head and neck surgery during the COVID-19 pandemic;10.1186/s40463-020-00425-6;BACKGROUND: Aerosol generating medical procedures (AGMPs) present risks to health care workers (HCW) due to airborne transmission of pathogens. During the COVID-19 pandemic, it is essential for HCWs to recognize which procedures are potentially aerosolizing so that appropriate infection prevention precautions can be taken. The aim of this literature review was to identify potential AGMPs in Otolaryngology - Head and Neck Surgery and provide evidence-based recommendations. METHODS: A literature search was performed on Medline, Embase and Cochrane Review databases up to April 3, 2020. All titles and abstracts of retrieved studies were evaluated and all studies mentioning potential AGMPs were included for formal review. Full text of included studies were assessed by two reviewers and the quality of the studies was evaluated. Ten categories of potential AGMPs were developed and recommendations were provided for each category. RESULTS: Direct evidence indicates that CO2 laser ablation, the use of high-speed rotating devices, electrocautery and endotracheal suctioning are AGMPs. Indirect evidence indicates that tracheostomy should be considered as potential AGMPs. Nasal endoscopy and nasal packing/epistaxis management can result in droplet transmission, but it is unknown if these procedures also carry the risk of airborne transmission. CONCLUSIONS: During the COVID-19 pandemic, special care should be taken when CO2 lasers, electrocautery and high-speed rotating devices are used in potentially infected tissue. Tracheal procedures like tracheostomy and endotracheal suctioning can also result in airborne transmission via small virus containing aerosols.;"https://www.ncbi.nlm.nih.gov/pubmed/32375884/; https://doi.org/10.1186/s40463-020-00425-6";06/05/2020;Aerosol generating medical procedures;0.9251
575;A computational study on active constituents of Habb-ul-aas and Tabasheer as inhibitors of SARS-CoV-2 main protease.;10.1080/07391102.2021.1900920;A respiratory pandemic known as coronavirus disease-19 (COVID-19) has created havoc since it emerged from Wuhan, China. COVID-19 is caused by a newly emerged SARS coronavirus (SARS-CoV) with increased pathogenicity named severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). Due to the lack of understanding of the mechanism of pathogenesis, an effective therapeutic option is unavailable. Epidemics described in Unani ancient literature include nazla-e-wabai and humma-e-wabai, and most of the symptoms of COVID-19 resemble nazla-e-wabai. Hence, in light of Unani literature, the treatment of COVID-19 can be managed with the composites prescribed in Unani medicine for nazla-e-wabai. In this study, a structure-based drug design approach was carried out to check the effectiveness of the pharmacologically active constituents of the Unani composites prescribed to treat nazla-e-wabai against SARS-CoV-2. We performed molecular docking of the active constituents of these composites against the main protease (Mpro), a potential drug target in SARS-CoV-2. Using detailed molecular docking analysis, Habb-ul-aas and Tabasheer were identified as potential inhibitors of SARS-CoV-2 Mpro. The active constituents of both these composites bind to the substrate-binding pocket of SARS-CoV-2 Mpro, forming interactions with key residues of the binding pocket. Molecular dynamics (MD) simulation suggested the binding of active constituents of Habb-ul-aas with SARS-CoV-2 Mpro with a strong affinity as compared to the constituents of Tabasheer. Thus, this study sheds light on the use of these Unani composites in COVID-19 therapeutics.Communicated by Ramaswamy H. Sarma.;"https://doi.org/10.1080/07391102.2021.1900920; https://www.ncbi.nlm.nih.gov/pubmed/33759703/";24/03/2021;coronavirus disease-19;0.9075
576;Nanobodies from camelid mice and llamas neutralize SARS-CoV-2 variants.;10.1038/s41586-021-03676-z;"Since the start of the COVID-19 pandemic, SARS-CoV-2 has caused millions of deaths worldwide. While many vaccines have been deployed to date, the continual evolution of the viral receptor-binding domain (RBD) has challenged their efficacy. In particular, emerging variants B.1.1.7 (U.K.), B.1.351 (South Africa) and P.1 (Brazil) have compromised convalescent sera and immunotherapies that received emergency use authorization1-3. One potential alternative to avert viral escape is the use of camelid VHHs or nanobodies, which can recognize epitopes often inaccessible to conventional antibodies4. Here, we isolate anti-RBD nanobodies from llamas and ""nanomice"" we engineered to produce VHHs cloned from alpacas, dromedaries and camels. We identified two sets of highly neutralizing nanobodies. Group 1 circumvents antigenic drift by recognizing an RBD region that is highly conserved in coronaviruses but rarely targeted by human antibodies. Group 2 is almost exclusively focused to the RBD-ACE2 interface and fails to neutralize variants carrying E484K or N501Y substitutions. Notably however, group 2 nanobodies retain full neutralization activity against variants when expressed as homotrimers, rivaling the most potent antibodies produced to date against SARS-CoV-2. These findings suggest that multivalent nanobodies overcome SARS-CoV-2 mutations through two separate mechanisms: enhanced avidity for the ACE2 binding domain, and recognition of conserved epitopes largely inaccessible to human antibodies. Therefore, while new SARS-CoV-2 mutants will continue to emerge, nanobodies represent promising tools to prevent COVID-19 mortality when vaccines are compromised.";"https://doi.org/10.1038/s41586-021-03676-z; https://www.ncbi.nlm.nih.gov/pubmed/34098567/";07/06/2021;SARS-CoV-2;0.9036
577;The landscape of lung bronchoalveolar immune cells in COVID-19 revealed by single-cell RNA sequencing;10.1101/2020.02.23.20026690;"The novel coronavirus SARS-CoV-2, etiological agent of recently named Coronavirus infected disease (COVID-19) by WHO, has caused more than 2, 000 deaths worldwide since its emergency in Wuhan City, Hubei province, China, in December, 2019. The symptoms of COVID-19 varied from modest, mild to acute respiratory distress syndrome (ARDS), and the latter of which is generally associated with deregulated immune cytokine production; however, we currently know little as to the interplay between the extent of clinical symptoms and the compositions of lung immune microenvironment. Here, we comprehensively characterized the lung immune microenvironment with the bronchoalveolar lavage fluid (BALF) from 3 severe and 3 mild COVID-19 patients and 8 previously reported healthy lung controls through single-cell RNA sequence (scRNA-seq) combined with TCR-seq. Our data shows that monocyte-derived FCN1+ macrophages, whereas notFABP4+ alveolar macrophages that represent a predominant macrophage subset in BALF from patients with mild diseases, overwhelm in the severely damaged lungs from patients with ARDS. These cells are highly inflammatory and enormous chemokine producers implicated in cytokine storm. Furthermore, the formation of tissue resident, highly expanded clonal CD8+ T cells in the lung microenvironment of mild symptom patients suggests a robust adaptive immune response connected to a better control of COVID-19. This study first reported the cellular atlas of lung bronchoalveolar immune microenvironment in COVID-19 patients at the single-cell resolution, and unveiled the potential immune mechanisms underlying disease progression and protection in COVID-19.";"https://doi.org/10.1101/2020.02.23.20026690; http://medrxiv.org/cgi/content/short/2020.02.23.20026690v1?rss=1";26/02/2020;Coronavirus infected disease;0.9269
578;Experiences of Indian Council of Medical Research with tick-borne zoonotic infections: Kyasanur Forest disease & Crimean-Congo haemorrhagic fever in India with One Health focus;10.4103/ijmr.ijmr_532_21;Emergence and re-emergence of several pathogens have been witnessed by this century in the form of outbreaks, epidemics and pandemics. In India, the influencing factor that promotes dissemination of emerging and re-emerging viral infections is the biogeographical zones: a megadiverse country, characterized by varied geographical, climatic conditions and ever-changing socio-economical and geopolitical issues. These influence the movement of humans and animals and add layers of complexity for the identification and timely management of infectious diseases. This review focuses on two tick-borne infections: Crimean-Congo haemorrhagic fever (CCHF) and Kyasanur forest disease (KFD). In the last two decades, these viruses have emerged and caused outbreaks in different parts of India. KFD virus was initially identified in 1957 and was known to be endemic in Karnataka State while CCHF virus was first identified during 2010 in Gujarat State, India. These viruses have managed to emerge in new areas within the last decade. With changing epidemiology of these arboviruses, there is a probability of the emergence of these viruses from new areas in future. The investigations on these two diseases under the One Health focus involved early detection, quickly developing diagnostic tools, identifying stakeholders, capacity building by developing collaboration with major stakeholders to understand the epidemiology and geographical spread in domestic animal reservoirs and tick vectors in the affected areas, developing laboratory network, providing diagnostic reagents and biosafety and laboratory diagnosis training to the network laboratories to control these diseases.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8204825/;05/03/2021;Kyasanur forest disease;0.9176
579;Clinical stability and in-hospital mortality prediction in COVID-19 patients presenting to the Emergency Department.;10.23736/s0026-4806.20.07074-3;BACKGROUND The Novara-COVID score was developed to help the Emergency Physician to decide which Coronavirus disease (COVID) patient required hospitalization at emergency department (ED) presentation and to which intensity of care. We aimed at evaluating its prognostic role. METHODS We retrospectively collected data of COVID patients admitted to our ED between March 16th and April 22nd, 2020. The Novara-COVID score was systematically applied to all COVID patients since its introduction in clinical practice and adopted to decide patients' destination. The ability of the Novara-COVID score to predict in-hospital clinical stability and in-hospital mortality were evaluated through multivariable logistic regression and Cox Regression Hazard models, respectively. RESULTS Among the 480 COVID patients admitted to the ED, 338 were hospitalized: the Novara-COVID score was 0-1 in 49.7%, 2 in 24.6%, 3 in 15.4% and 4-5 in 10.3% of patients. Novara-COVID score values of 3 and 4-5 were associated with lower clinical stability with adjusted odds ratios of 0.28 [0.13-0.59] and 0.03 [0.01-0.12], respectively. When in-hospital mortality was evaluated, a significant difference emerged between scores of 0-1 and 2 vs. 3 and 4-5. In particular, the death adjusted Hazard Ratio for Novara-COVID scores of 3 and 4-5 were 2.6 [1.4-4.8] and 8.4 [4.7-15.2], respectively. CONCLUSIONS The Novara-COVID score reliably predicts in-hospital clinical instability and mortality of COVID patients at ED presentation. This tool allows the Emergency Physician to detect patients at higher risk of clinical deterioration, suggesting a more aggressive therapeutic management from the beginning.;"https://doi.org/10.23736/s0026-4806.20.07074-3; https://www.ncbi.nlm.nih.gov/pubmed/33104301/";26/10/2020;Coronavirus disease;0.9148
580;Advancement in biosensors for inflammatory biomarkers of SARS-CoV-2 during 2019–2020;10.1016/j.bios.2020.112703;COVID-19 pandemic has affected everyone throughout the world and has resulted in the loss of lives of many souls. Due to the restless efforts of the researchers working hard day and night, some success has been gained for the detection of virus. As on date, the traditional polymerized chain reactions (PCR), lateral flow devices (LFID) and enzyme linked immunosorbent assays (ELISA) are being adapted for the detection of this deadly virus. However, a more exciting avenue is the detection of certain biomarkers associated with this viral infection which can be done by simply re-purposing our existing infrastructure. SARS-CoV-2 viral infection triggers various inflammatory, biochemical and hematological biomarkers. Because of the infection route that the virus follows, it causes significant inflammatory response. As a result, various inflammatory markers have been reported to be closely associated with this infection such as C-reactive proteins, interleukin-6, procalcitonin and ferritin. Sensing of these biomarkers can simultaneously help in understanding the illness level of the affected patient. Also, by monitoring these biomarkers, we can predict the viral infections in those patients who have low SARS-CoV-2 RNA and hence are missed by traditional tests. This can give more targets to the researchers and scientists, working in the area of drug development and provide better prognosis. In this review, we propose to highlight the conventional as well as the non-conventional methods for the detection of these inflammatory biomarkers which can act as a single platform of knowledge for the researchers and scientists working for the treatment of COVID-19.;"https://doi.org/10.1016/j.bios.2020.112703; https://api.elsevier.com/content/article/pii/S0956566320306928; https://www.ncbi.nlm.nih.gov/pubmed/33049563/; https://www.sciencedirect.com/science/article/pii/S0956566320306928?v=s5";01/01/2021;lateral flow devices;0.9869
581;Propensity and quantification of aerosol and droplet creation during phacoemulsification with high-speed shadowgraphy amidst COVID-19 pandemic.;10.1097/j.jcrs.0000000000000289;PURPOSE To study propensity of aerosol and droplet generation during phacoemulsification using high-speed shadowgraphy and quantify its spread amidst COVID-19 pandemic. SETTING Aerosol and droplet quantification laboratory DESIGN:: Laboratory study. METHODS In an experimental set up, phacoemulsification was performed on enucleated goat eyes and cadaveric human corneo-scleral rims mounted on an artificial anterior chamber. Standard settings for sculpt and quadrant removal mode were used on Visalis 100 (Carl Zeiss Meditec, Germany). Microincision and standard phacoemulsification were done using titanium straight tips (2.2 and 2.8 mm in diameter). The main wound incisions were titrated equal to and larger than the sleeve size. High speed shadowgraphy technique was used to detect the possible generation of any droplets and aerosols. The visualization and quantification of size of the aerosols and droplets along with calculation of their spread were the main outcome measures. RESULTS In longitudinal phacoemulsification using a peristaltic pump device with a straight tip, no aerosol generation was seen in a closed chamber. In larger wounds, there was a slow leak at the main wound. The atomization of balanced salt solution was observed only when the phaco tip was completely exposed next to the ocular surface. Under this condition, the nominal size of the droplet was ∼ 50 µm and the maximum calculated spread was 1.3 meters. CONCLUSIONS There was no visible aerosol generation during microincision or standard phacoemulsification. Phacoemulsification is safe to perform in the COVID-19 era by taking adequate precautions against other modes of transmission.;"https://doi.org/10.1097/j.jcrs.0000000000000289; https://www.ncbi.nlm.nih.gov/pubmed/32649436/";06/07/2020;Phacoemulsification;0.9509
582;Developing a Professionalism Manual for Nurse Managers to Improve Their Perception Regarding Professionalism and Professional Identity;10.1177/23779608211026174;"BACKGROUND: Developing a professional identity is rooted in the dimensions of professionalism and professional development. Moreover, the need for teaching professionalism has a mutual relationship with the formation of a desirable professional identity. AIM: The current study aimed at developing a professionalism manual for the nurse managers to improve their perception regarding professionalism and professional identity. DESIGN: Quasi-experimental research design with pre-test, post-test, and follow-up was used. SETTING: The study was conducted at two different hospitals; Menoufia University hospital and Al-helal Insurance hospital, Menoufia Governorate, Egypt. SUBJECTS: The participants included all nurse managers at different levels from the two different hospitals (n =100). Tools: tool 1: Professionalism Questionnaire and tool 2: Professional Identity Assessment Questionnaire were used to collect data. RESULTS: there was a statistically significant improvement in professionalism perception and professional identity level immediately after administering the professionalism manual and after three months in the follow-up phase than the pre-test phase. Additionally, there was a statistically significant positive correlation between two variables of the study at the post and follow-up phases, but not significant at the pre-test phase. CONCLUSION: the professionalism manual was effective in improving nurse managers’ perceptions regarding professionalism and professional identity. Recommendations: Incorporate the attributes of professionalism that were included in the professionalism manual as a guide for the performance review processes of nurses.";https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8221667/;21/06/2021;Developing a professional identity;0.9098
583;Inhaled Dry Powder Antibiotics in Patients with Non-Cystic Fibrosis Bronchiectasis: Efficacy and Safety in a Real-Life Study.;10.3390/jcm9072317;"BACKGROUND Nebulised antibiotics are habitually used in patients with bronchiectasis, but the use of dry powder inhaled antibiotics (DPIA) in these patients is extremely limited. This study seeks to analyse the efficacy and safety of DPIA in bronchiectasis patients. MATERIAL AND METHODS Multi-centre study of historic cohorts. All the hospital centres in Spain were contacted in order to collect data on patients with a diagnosis of bronchiectasis who had taken at least one dose of DPIA. Its efficacy was analysed in clinical, functional and microbiological terms by comparing the year before and the year after the prescription of DPIA. Adverse effects and variables associated with these effects, or any need to withdraw the drug, were also analysed. RESULTS 164 patients from 33 Spanish centres were included; 86% and 14% of these were treated with dry powder colistin and tobramycin, respectively. Chronic bronchial infection by Pseudomonas aeruginosa was present in 86% of these patients, and DPIA significantly reduced the number of exacerbations, the quantity and purulence of sputum and the isolation of pathogenic microorganisms. The most common adverse effect was cough (40%), particularly in cases of Chronic Obstructive Pulmonary Disease (COPD) and a previous cough and in those patients who had difficulties in handling the device. These factors were associated with a higher level of withdrawal of the treatment. There were no serious adverse effects. CONCLUSIONS Our study suggests that DPIA are clinically efficacious and safe for treating bronchiectasis patients. Cough was shown to be the most common side-effect and reason for withdrawal of the treatment.";"https://doi.org/10.3390/jcm9072317; https://www.ncbi.nlm.nih.gov/pubmed/32708262/";21/07/2020;Chronic Obstructive Pulmonary Disease;0.9154
584;Depending on your own kindness: The moderating role of self-compassion on the within-person consequences of work loneliness during the COVID-19 pandemic.;10.1037/ocp0000271;The coronavirus (COVID-19) pandemic has transformed the way we work, with many employees working under isolating and difficult conditions. However, research on the antecedents, consequences, and buffers of work loneliness is scarce. Integrating research on need for belonging, regulatory loop models of loneliness, and self-compassion, the current study addresses this critical issue by developing and testing a conceptual model that highlights how COVID-related stressors frustrate employees' need for belonging (i.e., telecommuting frequency, job insecurity, and a lack of COVID-related informational justice), negatively impacting worker well-being (i.e., depression) and helping behaviors [i.e., organizational citizenship behavior (OCB)] through work loneliness. Furthermore, we examine the buffering role of self-compassion in this process. Results from a weekly diary study of U.S. employees conducted over 2 months during the initial stage of the pandemic provide support for the mediating role of work loneliness in relations between all three proposed antecedents and both outcomes. In addition, self-compassion mitigated the positive within-person relationship between work loneliness and employee depression, indicating that more self-compassionate employees were better able to cope with their feelings of work loneliness. Although self-compassion also moderated the within-person relationship between work loneliness and OCB, this interaction was different in form from our prediction. Implications for enhancing employee well-being and helping behaviors during and beyond the pandemic are discussed. (PsycInfo Database Record (c) 2021 APA, all rights reserved).;"https://doi.org/10.1037/ocp0000271; https://www.ncbi.nlm.nih.gov/pubmed/33734740/";18/03/2021;coronavirus;0.9326
585;Feasibility and safety of remdesivir in SARS‐CoV2 infected renal transplant recipients: A retrospective cohort from a developing nation;10.1111/tid.13629;"INTRODUCTION: Severe acute respiratory syndrome coronavirus 2 (SARS‐CoV2) infection has drastically impacted the transplant communities. Remdesivir (RDV) has shown some promising results in coronavirus disease (COVID‐19) albeit with low certainty. Data in kidney transplant recipients (KTR) are still lacking. METHODS: This was a retrospective cohort of 57 moderate to severe COVID‐19 positive KTR in a single center who received RDV as a part of COVID‐19 management. No dose adjustments were done. The outcomes were measured as acute kidney injury (AKI) recovery; liver function tests abnormalities; other side effects; graft loss and death. RESULTS: The median (inter‐quartile range) age of presentation was 44 (31‐51) years. The duration from onset of symptoms to RDV initiation was 6 (5‐7) days. Thirty‐two (56%) cases received RDV on the day of admission. Forty‐six (81%) cases were on oxygen support upon initiation of RDV. Thirty‐eight (66.6%) cases had acute kidney injury on admission. The median baseline, admission, and 28‐day follow‐up serum creatinine of the cohort were 1.59 (1.1‐2.1), 2.13 (1.3‐3.1), and 1.58 (1.05‐2.1) mg/dl, respectively. A total of 8(14%) cases died in the study with 1 (1.7%) graft loss. All those cases that died were on oxygen therapy at the time of initiation of RDV. No liver function derangements or any other major adverse events with the drug were reported. CONCLUSION: RDV therapy is safe and clinically feasible in renal transplant recipients as seen in our cohort. Larger clinical registries and randomized clinical trials should be conducted to further explore the efficacy in transplant recipients.";"https://www.ncbi.nlm.nih.gov/pubmed/33915006/; https://doi.org/10.1111/tid.13629";18/05/2021;coronavirus disease;0.9747
586;Diagnosis of SARS-CoV-2 infection in the setting of cytokine release syndrome.;10.1080/14737159.2020.1830760;INTRODUCTION Coronavirus disease (COVID-19) can trigger a cytokine response storm (CRS) that is associated with high mortality but for which the underlying pathophysiology and diagnostics are not yet well characterized. This review provides an overview of the underlying immune profile of COVID-19-related CRS as well as laboratory markers for acute diagnosis and chronic follow-up of patients with SARS-CoV-2 and CRS. Areas covered: Innate and acquired immune profiles in COVID-19-CRS, RNA-detection methods for SARS-CoV-2 in the setting of CRS including factors that affect assay performance, serology for SARS-CoV-2 in the setting of CRS, and other biomarkers for COVID-19 will be discussed. Expert opinion: Studies support the implication of CRS in the pathogenesis, clinical severity and outcome of COVID-19 through the elevated production of multiple inflammatory cytokines and chemokines from activated innate and adaptive immune cells. Although these inflammatory molecules, including IL-6, IL-2R, IL-10, IP-10 and MCP-1, often correlate with disease severity as the possible biomarkers, the pathogenic contributions of individual molecules and the therapeutic benefits of targeting them are yet to be demonstrated. Detection of SARS-CoV-2 RNA is the gold standard method for diagnosis of COVID-19 in the context of CRS but assay performance varies and is susceptible to false negative results even as patients clinically deteriorate due to decreased viral shedding in the setting of CRS. Biomarkers including CRP, ferritin, D-dimer and procalcitonin may provide early clues about progression to CRS and help identify thrombotic and infectious complications of COVID-19.;"https://doi.org/10.1080/14737159.2020.1830760; https://www.ncbi.nlm.nih.gov/pubmed/32990479/";29/09/2020;INTRODUCTION Coronavirus disease;0.959
587;Flipped learning: A shift in graduate nursing education.;10.1097/jxx.0000000000000581;ABSTRACT The coronavirus (COVID-19) pandemic has caused a shift in education. Nursing education must respond to these changing times by redesigning classroom instruction. Flipped learning (FL) is a proposed method for teaching advanced practice nurses that is student-centered and engaging, both critical areas for contemporary learners. This qualitative study explored the perspectives and experiences of the family nurse practitioner faculty and the family nurse practitioner nursing students who participated in FL. The type and level of FL practices faculty can apply to support students coming to class prepared to engage in active learning activities was also investigated. The study used an insider action research design. There were two arms of the study, faculty and student. Ten faculty-led learning circles with four faculty and three family nurse practitioner student focus groups, each with six students, were held over the course of the study. Thematic findings were developed from both student and faculty data. The results revealed that family nurse practitioner students had a positive attitude toward FL. Many expressed FL provided perceptions of gained confidence, personalized learning, increased engagement, and preparedness for classroom instruction. Overall, faculty preferred FL over traditional teaching approaches. Several active learning activities were used by faculty with clinical case studies being the most preferred by student participants. This study confirms FL is a plausible and promising approach to traditional classroom instruction. However, more robust studies are needed to determine its benefits in advanced practice nursing education.;"https://doi.org/10.1097/jxx.0000000000000581; https://www.ncbi.nlm.nih.gov/pubmed/33731552/";12/03/2021;coronavirus;0.9512
588;COVID-19, a tale of two peaks: patients’ characteristics, treatments, and clinical outcomes;10.1007/s11739-021-02711-1;"Coronavirus 2019 disease (COVID-19) continues to challenge healthcare systems globally as many countries are currently experiencing an increase in the morbidity and mortality. Compare baseline characteristics, clinical presentation, treatments, and clinical outcomes of patients admitted during the second peak to those admitted during the first peak. Retrospective analysis of 258 COVID-19 patients consecutively admitted to the Tel Aviv Medical Center, of which, 131 during the first peak (March 21–May 30, 2020) and 127 during the second peak (May 31–July 16, 2020). First and second peak patients did not differ in baseline characteristics and clinical presentation at admission. Treatment with dexamethasone, full-dose anticoagulation, tocilizumab, remdesivir, and convalescent plasma transfusion were significantly more frequent during the second peak, as well as regimens combining 3–4 COVID-19-directed drugs. Compared to the first peak, 30-day mortality and invasive mechanical ventilation rates as well as adjusted risk were significantly lower during the second peak (10.2%, vs 19.8% vs p = 0.028, adjusted HR 0.39, 95% CI 0.19–0.79, p = 0.009 and 8.8% vs 19.3%, p = 0.002, adjusted HR 0.29, 95% CI 0.13–0.64, p = 0.002; respectively). Rates of 30-day mortality and invasive mechanical ventilation, as well as adjusted risks, were lower in the second peak of the COVID-19 pandemic among hospitalized patients. The change in treatment strategy and the experienced gained during the first peak may have contributed to the improved outcomes. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s11739-021-02711-1.";"https://doi.org/10.1007/s11739-021-02711-1; https://www.ncbi.nlm.nih.gov/pubmed/33797029/";01/04/2021;Coronavirus 2019 disease;0.9828
589;The impact of physical distancing measures against COVID-19 transmission on contacts and mixing patterns in the Netherlands: repeated cross-sectional surveys;10.1101/2020.05.18.20101501;Background During the current pandemic of coronavirus (COVID-19) many countries have taken drastic measures to reduce transmission of SARS-CoV2. The measures often include physical distancing that aims to reduce the number of contacts in the population. Little is known about the actual reduction in number of contacts as a consequence of physical distancing measures. Methods In the Netherlands, a cross-sectional survey was carried out in 2016/2017 in which 8179 participants retrospectively reported the number, age and gender of different persons they had contacted (spoken to in person or touched) during the previous day. The survey was repeated among 2830 of the original participants, using the same questionnaire, in March and April 2020 after physical distancing measures had been implemented. Results The average number of contacts in the community was reduced from on average 12.5 (interquartile range: 2-17) to 3.7 (interquartile range: 0-4) different persons per participant, a reduction of 71% (95% confidence interval: 71-71). The reduction in the number of community contacts was highest for children and adolescents (between 5 and 20 years) and smallest for elderly persons of 80 years and older. The reduction in the effective number of total contacts, measured as the largest eigenvalue of the matrix with community and household contacts, was 62% (95% confidence interval: 48 - 72). Conclusion The substantial reduction in contacts has contributed greatly in halting the COVID-19 epidemic. This reduction was unevenly distributed over age groups, household sizes and occupations. These findings offer guidance for the lifting of age-group targeted measures.;"http://medrxiv.org/cgi/content/short/2020.05.18.20101501v1?rss=1; https://doi.org/10.1101/2020.05.18.20101501";20/05/2020;coronavirus;0.9239
590;P2Y14 Receptor as a Target for Neutrophilia Attenuation in Severe COVID-19 Cases: From Hematopoietic Stem Cell Recruitment and Chemotaxis to Thrombo‐inflammation;10.1007/s12015-021-10129-7;The global SARS-CoV-2 pandemic starting in 2019 has already reached more than 2.3 million deaths. Despite the scientific community’s efforts to investigate the COVID-19 disease, a drug for effectively treating or curing patients yet needs to be discovered. Hematopoietic stem cells (HSC) differentiating into immune cells for defense express COVID-19 entry receptors, and COVID-19 infection hinders their differentiation. The importance of purinergic signaling in HSC differentiation and innate immunity has been recognized. The metabotropic P2Y14 receptor subtype, activated by UDP-glucose, controls HSC differentiation and mobilization. Thereon, the exacerbated activation of blood immune cells amplifies the inflammatory state observed in COVID-19 patients, specially through the continuous release of reactive oxygen species and extracellular neutrophil traps (NETs). Further, the P2Y14 subtype, robustly inhibits the infiltration of neutrophils into various epithelial tissues, including lungs and kidneys. Here we discuss findings suggesting that antagonism of the P2Y14 receptor could prevent the progression of COVID-19-induced systemic inflammation, which often leads to severe illness and death cases. Considering the modulation of neutrophil recruitment of extreme relevance for respiratory distress and lung failure prevention, we propose that P2Y14 receptor inhibition by its selective antagonist PPTN could limit neutrophil recruitment and NETosis, hence limiting excessive formation of oxygen reactive species and proteolytic activation of the kallikrein-kinin system and subsequent bradykinin storm in the alveolar septa of COVID-19 patients. [Image: see text];"https://www.ncbi.nlm.nih.gov/pubmed/33575962/; https://doi.org/10.1007/s12015-021-10129-7";11/02/2021;systemic inflammation;0.9093
591;Case report: a man with untreated rheumatoid arthritis, cryoglobulinemic vasculitis, membranous nephropathy and pulmonary sarcoidosis;10.1186/s12882-020-02161-5;BACKGROUND: Glomerular involvement in rheumatoid arthritis has been known to be associated with treatment side effects from medications and secondary amyloidosis. However, limited basic science and clinical studies have been performed to address the potential disease specific immune-mediated mechanisms causing secondary glomerular pathology, its various types of presentation, and the potential treatments. CASE PRESENTATION: A 41-year-old man with chronic active rheumatoid arthritis presented with nephrotic syndrome and was found to have membranous nephropathy with eosinophilic intracapillary thrombi on renal biopsy. Proteinuria persisted despite complete withdrawal from non-steroidal anti-inflammatory drugs (NSAIDs) and disease-modifying anti-rheumatic drugs (DMARDs). Throughout the disease course, he developed cryoglobulinemic vasculitis and pulmonary sarcoidosis, both of which achieved clinical resolution with glucocorticoids. However, only partial improvement was observed in proteinuria with treatment of steroids and Rituximab. CONCLUSION: Our case presented a unique and complicated clinical phenotype of active rheumatoid arthritis, with clinical features of cryoglobulinemic vasculitis, histopathologic features of membranous and cryoglobulinemic nephropathy in the absence of DMARDs use, as well as pulmonary sarcoidosis. We speculate that there is a wider spectrum of glomerular disease in patients with untreated rheumatoid arthritis. In addition, the potential association between rheumatoid arthritis and cryoglobulinemic vasculitis should probably be revisited and requires further studies to elucidate the underlying mechanisms and treatment options.;"https://www.ncbi.nlm.nih.gov/pubmed/33213411/; https://doi.org/10.1186/s12882-020-02161-5";19/11/2020;Glomerular involvement in rheumatoid arthritis;0.9301
592;A three-arm, multicenter, open-label randomized controlled trial of hydroxychloroquine and low-dose prednisone to treat recurrent pregnancy loss in women with undifferentiated connective tissue diseases: protocol for the Immunosuppressant regimens for LIving FEtuses (ILIFE) trial.;10.1186/s13063-020-04716-1;BACKGROUND Undifferentiated connective tissue disease (UCTD) is known to induce adverse pregnancy outcomes and even recurrent spontaneous abortion (RSA) by placental vascular damage and inflammation activation. Anticoagulation can prevent pregnancy morbidities. However, it is unknown whether the addition of immune suppressants to anticoagulation can prevent spontaneous pregnancy loss in UCTD patients. The purpose of this study is to evaluate the efficacy of hydroxychloroquine (HCQ) and low-dose prednisone on recurrent pregnancy loss for women with UCTD. METHODS The Immunosuppressant for Living Fetuses (ILIFE) Trial is a three-arm, multicenter, open-label randomized controlled trial with the primary objective of comparing hydroxychloroquine combined with low-dose prednisone and anticoagulation with anticoagulation alone in treating UCTD women with recurrent spontaneous abortion. The third arm of using hydroxychloroquine combined with anticoagulant for secondary comparison. A total of 426 eligible patients will be randomly assigned to each of the three arms with a 1:1:1 allocation ratio. The primary outcome is the rate of live births. Secondary outcomes include adverse pregnancy outcomes and progression of UCTD. DISCUSSION This is the first multi-center, open-label, randomized controlled trial which evaluates the efficacy of immunosuppressant regimens on pregnancy outcomes and UCTD progression. It will provide evidence on whether the immunosuppressant ameliorates the pregnancy prognosis in UCTD patients with RSA and the progression into defined connective tissue disease. TRIAL REGISTRATION ClinicalTrials.gov NCT03671174 . Registered on 14 September 2018.;"https://doi.org/10.1186/s13063-020-04716-1; https://www.ncbi.nlm.nih.gov/pubmed/32907619/";09/09/2020;Undifferentiated connective tissue disease;0.9828
