;title;doi;abstract;url;publish_time;respuesta;score
1166;COVID-19 in a Long-Term Care Facility — King County, Washington, February 27–March 9, 2020;10.15585/mmwr.mm6912e1;"On February 28, 2020, a case of coronavirus disease (COVID-19) was identified in a woman resident of a long-term care skilled nursing facility (facility A) in King County, Washington.* Epidemiologic investigation of facility A identified 129 cases of COVID-19 associated with facility A, including 81 of the residents, 34 staff members, and 14 visitors; 23 persons died. Limitations in effective infection control and prevention and staff members working in multiple facilities contributed to intra- and interfacility spread. COVID-19 can spread rapidly in long-term residential care facilities, and persons with chronic underlying medical conditions are at greater risk for COVID-19-associated severe disease and death. Long-term care facilities should take proactive steps to protect the health of residents and preserve the health care workforce by identifying and excluding potentially infected staff members and visitors, ensuring early recognition of potentially infected patients, and implementing appropriate infection control measures.";"https://www.ncbi.nlm.nih.gov/pubmed/32214083/; https://doi.org/10.15585/mmwr.mm6912e1";27/3/2020;coronavirus disease;0.9798
1167;A glycan gate controls opening of the SARS-CoV-2 spike protein;10.1101/2021.02.15.431212;SARS-CoV-2 infection is controlled by the opening of the spike protein receptor binding domain (RBD), which transitions from a glycan-shielded (down) to an exposed (up) state in order to bind the human ACE2 receptor and infect cells. While snapshots of the up and down states have been obtained by cryoEM and cryoET, details of the RBD opening transition evade experimental characterization. Here, over 200 μs of weighted ensemble (WE) simulations of the fully glycosylated spike ectodomain allow us to characterize more than 300 continuous, kinetically unbiased RBD opening pathways. Together with biolayer interferometry experiments, we reveal a gating role for the N-glycan at position N343, which facilitates RBD opening. Residues D405, R408, and D427 also participate. The atomic-level characterization of the glycosylated spike activation mechanism provided herein achieves a new high-water mark for ensemble pathway simulations and offers a foundation for understanding the fundamental mechanisms of SARS-CoV-2 viral entry and infection.;"https://doi.org/10.1101/2021.02.15.431212; https://www.ncbi.nlm.nih.gov/pubmed/33619492/";16/2/2021;spike protein receptor binding domain;0.9619
1168;Single Nucleus Multiomic Profiling Reveals Age-Dynamic Regulation of Host Genes Associated with SARS-CoV-2 Infection;10.1101/2020.04.12.037580;Respiratory failure is the leading cause of COVID-19 death and disproportionately impacts adults more than children. Here, we present a large-scale snATAC-seq dataset (90,980 nuclei) of the human lung, generated in parallel with snRNA-seq (46,500 nuclei), from healthy donors of ~30 weeks, ~3 years and ~30 years of age. Focusing on genes implicated in SARS-CoV-2 cell entry, we observed an increase in the proportion of alveolar epithelial cells expressing ACE2 and TMPRSS2 in adult compared to young lungs. Consistent with expression dynamics, 10 chromatin peaks linked to TMPRSS2 exhibited significantly increased activity with age and harbored IRF and STAT binding sites. Furthermore, we identified 14 common sequence variants in age-increasing peaks with predicted regulatory function, including several associated with respiratory traits and TMPRSS2 expression. Our findings reveal a plausible contributor to why children are more resistant to COVID-19 and provide an epigenomic basis for transferring this resistance to older populations.;https://doi.org/10.1101/2020.04.12.037580;14/4/2020;Respiratory failure;0.9953
1169;Shifting Developmental Trajectories During Critical Periods of Brain Formation;10.3389/fncel.2020.00283;Critical periods of brain development are epochs of heightened plasticity driven by environmental influence necessary for normal brain function. Recent studies are beginning to shed light on the possibility that timely interventions during critical periods hold potential to reorient abnormal developmental trajectories in animal models of neurological and neuropsychiatric disorders. In this review, we re-examine the criteria defining critical periods, highlighting the recently discovered mechanisms of developmental plasticity in health and disease. In addition, we touch upon technological improvements for modeling critical periods in human-derived neural networks in vitro. These scientific advances associated with the use of developmental manipulations in the immature brain of animal models are the basic preclinical systems that will allow the future translatability of timely interventions into clinical applications for neurodevelopmental disorders such as intellectual disability, autism spectrum disorders (ASD) and schizophrenia.;"https://www.ncbi.nlm.nih.gov/pubmed/33132842/; https://doi.org/10.3389/fncel.2020.00283";10/9/2020;autism spectrum disorders;0.9246
1170;Multisystem Inflammatory Syndrome in Children (MIS‐C) Related to COVID‐19: A New York City Experience;10.1002/jmv.26224;In December 2019, the 2019 novel coronavirus disease (COVID‐19) caused by Severe Acute Respiratory Syndrome Coronavirus‐2 (SARS‐CoV‐2) first emerged in Wuhan, China. This has now spread worldwide and was declared a pandemic by March 2020. Initially, the pediatric population was described as low risk for severe COVID‐19. However, reports have emerged recently of cases of COVID‐19 in children with a systemic inflammatory disease, with features that overlap with Kawasaki Disease (KD). We describe the first 15 cases with multi‐system inflammatory syndrome in children (MIS‐C), temporally related to COVID‐19, who presented for care to a tertiary pediatric referral center in New York City. We discuss the disproportionate burden of disease among Hispanic/Latino and black/African‐American ancestry, the distinct cytokine signature across the disease spectrum (IL‐1/IL‐6), and the potential role and pathogenesis of SARS‐CoV‐2 in this new clinical entity. This article is protected by  . All rights reserved.;"https://www.ncbi.nlm.nih.gov/pubmed/32584487/; https://doi.org/10.1002/jmv.26224";25/6/2020;coronavirus disease;0.9113
1171;Respiratory viral infections during pregnancy: effects of SARS-CoV-2 and other related viruses over the offspring.;10.1017/s2040174420001373;Little is known about the consequences of viral infection for pregnant woman or for the fetus. This issue became important with the appearance of the severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2). The infection with SARS-CoV-2 causes a respiratory syndrome known as COVID-19. The fast spreading around the world and the fact that without a treatment or vaccine humans are completely exposed, converts emerging viral diseases in a significant risk for pregnant women and their infants. At this time, during SARS-CoV-2 pandemics pregnant women are not considered as a risk population and little is known about the effects of viral infections over the offspring although the amount of emerging evidence showing detrimental effects for the mother and the fetus. This issue highlights the importance to understand the effects of viral infections during pregnancy. In this work, we analyze the effects of viral infections, like SARS-CoV-2 and other related viruses during pregnancy over the mother and the consequences for the offspring.;"https://doi.org/10.1017/s2040174420001373; https://www.ncbi.nlm.nih.gov/pubmed/33526164/";2/2/2021;respiratory syndrome;0.9085
1172;Social Distancing During the COVID‐19 Pandemic: Who Are the Present and Future Non‐compliers?;10.1111/puar.13240;Social distancing is an effective means for containing the spread of COVID‐19, but only so if we all participate. Who are the individuals who are the least likely to adhere to social distancing recommendations, presently and in the long‐term? Such knowledge is important for policymakers looking to sustain the public's buy‐in to social distancing. Using survey data from sample U.S. residents (n = 1,449), we show that some demographic factors (gender, age, race, political party) help predict intent to adhere to social distancing. Yet demographic factors are relatively poor predictors compared to individual attitudes and media diets. We argue that public officials should make efforts to inform and persuade the public of the importance of social distancing, targeting mediums like TV and radio where audiences are less likely to currently engage in social distancing or are less likely to envision themselves sustaining strict social distancing for several weeks or months. This article is protected by  . All rights reserved.;"https://doi.org/10.1111/puar.13240; https://www.ncbi.nlm.nih.gov/pubmed/32836442/";22/5/2020;Social distancing;0.9726
1173;COVID‐19 transient snoring (CVTS): Clinical and laboratory description;10.1002/jmv.26705;"In an attempt to complement the syndromic picture of the coronavirus disease (COVID-19), a wide range of neurologic, gastrointestinal, dermatologic and even oral symptoms adjacent to the severe acute respiratory syndrome coronavirus 2 (SARS-COV-2) infection has been recently reported. While consensus about the non-respiratory symptoms is strongly advocated through rigorous reporting guidelines, this series gives an account of transient snoring symptoms experienced by laboratory-confirmed COVID-19 patients; and for better communication, this complication will be referred to as (CVTS). The clinical and laboratory findings of nine consecutive patients with CVTS have been reported according to the CARE guidelines. In conclusion, this series is the first evidence on non-apnea snoring cases infected by SARS-COV-2. However, the cause and pathophysiologic course remain unclear, further similar cases of CVTS should be reported in order to better understand this novel complication. This article is protected by  . All rights reserved.";"https://www.ncbi.nlm.nih.gov/pubmed/33289127/; https://doi.org/10.1002/jmv.26705";17/12/2020;coronavirus disease;0.9601
1174;First case of postmortem study in a patient vaccinated against SARS CoV2;10.1016/j.ijid.2021.04.053;A previously symptomless 86-year-old man received single mRNA vaccine BNT162b2. Four weeks later, he succumbed to death due to acute renal and respiratory failure. Although he did not present with any symptoms specific for Coronavirus disease 19 (COVID19), he obtained positive testing for severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), before he died. S1 antigen-binding notably showed significant levels for IgG, while nucleocapsid IgG/IgM was not elicited . By means of autopsy, acute bronchopneumonia and acute tubular failure were assigned as cause death of death. However, we did not observe any characteristic morphological features of COVID19. Postmortem molecular mapping by real time-polymerase chain reaction (RT-PCR) additionally revealed relevant SARS-CoV-2 Ct values in all organs examined (oropharynx, olfactory mucosa, trachea, lungs, heart, kidney, and cerebrum) except for liver and olfactory bulb. These results might contribute to the view that first vaccination induces immunogenicity, but not sterile immunity.;"https://www.sciencedirect.com/science/article/pii/S1201971221003647?v=s5; https://api.elsevier.com/content/article/pii/S1201971221003647; https://doi.org/10.1016/j.ijid.2021.04.053; https://www.ncbi.nlm.nih.gov/pubmed/33872783/";16/4/2021;Coronavirus disease 19;0.9303
1175;Drug therapy strategies for COVID-19 infection during pregnancy.;10.5414/cp203817;Acute respiratory syndrome-coronavirus 2 (SARS-CoV-2) has spread rapidly in numerous countries and caused a massive number of deaths. Interferon-α (IFN-α), lopinavir/ritonavir, chloroquine phosphate, arbidol, ribavirin, remdesivir, and dexamethasone are the therapeutic drugs recommended for treating 2019-nCoV disease (COVID-19 disease). Due to the particularity of immune function, pregnant women seem to be more susceptible to the virus. We searched the literature to find effective and safe drugs for patients with COVID-19 during pregnancy and to provide drug therapy strategies for medical staff. According to the current literature we reviewed, we suggest that IFN-α and arbidol can be retained in the treatment regimen for pregnant women and that to reduce maternal mortality, appropriate doses of dexamethasone can be given to those who are predicted to have low premature survival and to receive mechanical ventilation or oxygen. However, the use of dexamethasone in the 1st trimester and after 37 weeks of gestation should be avoided.;"https://doi.org/10.5414/cp203817; https://www.ncbi.nlm.nih.gov/pubmed/33191908/";16/11/2020;2019-nCoV disease;0.9605
1176;Prevalence and factors associated with respiratory diseases and diarrhea in recyclable material cooperative workers in the city of São Paulo, Brazil: a cross-sectional study, 2013.;10.5123/s1679-49742020000300022;"Objective to analyze the prevalence of respiratory diseases and diarrhea among recyclable material cooperative workers in São Paulo City, Brazil, and associated factors. Methods this was a cross-sectional study conducted in three cooperatives, with data collected through structured interviews and measurement of environmental fungal concentration; Poisson regression was used to estimate prevalence ratios (PR). Results 156 individuals were interviewed; the highest asthma, chronic obstructive pulmonary disease (COPD), and diarrhea prevalence rates occurred in cooperatives with higher total fungal concentration; highest adjusted prevalence of asthma was found in Cooperative A (PR=8.44 - 95%CI 1.09;65.37), and highest adjusted prevalence of diarrhea was found in Cooperative C (PR=2.09 - 95%CI 1.11;3.94), compared to Cooperative B; the highest COPD prevalence was found in smokers and former smokers (PR=8.66 - 95% CI 2.84;26.35). Conclusion fungal control measures must be adopted for disease prevention in recyclable material cooperatives.";"https://doi.org/10.5123/s1679-49742020000300022; https://www.ncbi.nlm.nih.gov/pubmed/32667454/";1/1/2020;chronic obstructive pulmonary disease;0.9667
1177;Effectiveness and safety of acupuncture for anxiety disorder of coronavirus disease 2019: A protocol of systematic review and meta-analysis;10.1097/md.0000000000022177;BACKGROUND: Anxiety disorder places a heavy burden in the clinical treatment of patients of COVID-19. Acupuncture is a recommended treatment of COVID-19 in China, and clinical researches showed the effectiveness of acupuncture. We will conduct this systematic review and meta-analysis to assess the effectiveness and safety of acupuncture for COVID-19. METHODS: Electronic databases of Medline, EMBASE, Cochrane Library, China National Knowledge Infrastructure (CNKI), Chinese Biomedical literature Database (CBM), Chinese Scientific and Journal Database (VIP), and Wan Fang database (Wanfang) will be searched for randomized controlled trials of acupuncture for anxiety disorder of COVID-19 from inception of the database to August 10, 2020. Two reviewers will screen studies, collect information independently. We will utilize RevMan 5.3 for meta-analysis. RESULTS: We will publish the study result to a peer-reviewed journal. CONCLUSION: This study will contribute to provide high-quality evidence of acupuncture for anxiety disorder of COVID-19;"https://www.ncbi.nlm.nih.gov/pubmed/32957342/; https://doi.org/10.1097/md.0000000000022177";18/9/2020;Acupuncture;0.9016
1178;The Future of Blood Testing Is the Immunome;10.3389/fimmu.2021.626793;It is increasingly clear that an extraordinarily diverse range of clinically important conditions—including infections, vaccinations, autoimmune diseases, transplants, transfusion reactions, aging, and cancers—leave telltale signatures in the millions of V(D)J-rearranged antibody and T cell receptor [TR per the Human Genome Organization (HUGO) nomenclature but more commonly known as TCR] genes collectively expressed by a person’s B cells (antibodies) and T cells. We refer to these as the immunome. Because of its diversity and complexity, the immunome provides singular opportunities for advancing personalized medicine by serving as the substrate for a highly multiplexed, near-universal blood test. Here we discuss some of these opportunities, the current state of immunome-based diagnostics, and highlight some of the challenges involved. We conclude with a call to clinicians, researchers, and others to join efforts with the Adaptive Immune Receptor Repertoire Community (AIRR-C) to realize the diagnostic potential of the immunome.;"https://www.ncbi.nlm.nih.gov/pubmed/33790897/; https://doi.org/10.3389/fimmu.2021.626793";15/3/2021;Human Genome Organization;0.9663
1179;Negative nasopharyngeal swabs in COVID-19 pneumonia: the experience of an Italian Emergency Department (Piacenza) during the first month of the Italian epidemic;10.23750/abm.v91i3.9979;Coronavirus disease (COVID-19) is a systemic disease which can cause multiple organ failure and death primarly due to vascular endothelium injury. Severe acute respiratory distress syndrome (ARDS) is the main cause of death: its management and treatment should be tailored to the individual COVID-19 patient’s phenotype. Early diagnosis of COVID-19 is paramount for disease treatment and infection control. Naso-pharyngeal (NP) swab is commonly used as screening and diagnostic tool for COVID-19, but in some cases it can be resulted negative even in presence of clinical and epidemiological criteria, and typical radiological and laboratory findings of COVID-19, as we have observed. Here we report our experience in the first month of the Italian epidemic. We strongly recommend clinicians to maintain a high index of suspicion for COVID-19, regardless of the persistence negativity of NP swabs, and not to delay the initiation of therapy in presence of typical clinical, radiological and laboratory findings of COVID-19. (www.actabiomedica.it);"https://doi.org/10.23750/abm.v91i3.9979; https://www.ncbi.nlm.nih.gov/pubmed/32921720/";7/9/2020;Coronavirus disease;0.9345
1180;Don’t dumb it down: The effects of jargon in COVID-19 crisis communication;10.1371/journal.pone.0239524;"Experts are typically advised to avoid jargon when communicating with the general public, but previous research has not established whether avoiding jargon is necessary in a crisis. Using the ongoing COVID-19 pandemic as a backdrop, this online survey experiment (N = 393) examined the effect of jargon use across three different topics that varied in situational urgency: COVID-19 (high urgency), flood risk (low urgency), and federal emergency policy (control). Results revealed that although the use of jargon led to more difficult processing and reduced persuasion for the two less-urgent topics (flood risk, emergency policy), there was no effect of jargon in the COVID-19 condition. Theoretically, these findings suggest that the motivation to process information is an important moderator for crisis communication in particular and science communication in general. Practically, these findings suggest that science communicators, during times of crisis, do not need to ""dumb down"" their language in the same way they should during non-crises.";"https://doi.org/10.1371/journal.pone.0239524; https://www.ncbi.nlm.nih.gov/pubmed/33027268/";7/10/2020;high urgency;0.9688
1181;Infection prophylaxis and management of viral infection.;10.21037/atm.2019.11.85;Viral infections are associated with significant morbidity and mortality in lung transplant recipients. Importantly, several viral infections have been associated with the development of chronic lung allograft dysfunction (CLAD). Community-acquired respiratory viruses (CARV) such as influenza and respiratory syncytial virus (RSV), are frequently associated with acute and chronic rejection. Cytomegalovirus (CMV) remains a significant burden in regards to morbidity and mortality in lung transplant recipients. Epstein-Barr virus (EBV) is mostly involved with the development of post-transplant lymphoproliferative disorder (PTLD), a lymphoid proliferation that occurs in the setting of immunosuppression. On the other hand, the development of direct acting antivirals for hepatitis C virus (HCV) is changing the use of HCV-positive organs in transplantation. In this article we will focus on reviewing common viral infections that have a significant impact on lung transplant recipients looking at epidemiology, prevention and potential treatment.;"https://doi.org/10.21037/atm.2019.11.85; https://www.ncbi.nlm.nih.gov/pubmed/32355859/";1/3/2020;Community-acquired respiratory viruses;0.9411
1182;Identification of acute exacerbations of chronic obstructive pulmonary disease using simple patient-reported symptoms and cough feature analysis: A diagnostic agreement study;10.1101/2020.12.13.20247486;Acute Exacerbations of Chronic Obstructive Pulmonary Disease (AECOPD) are commonly encountered in the primary care setting, though accurate and timely diagnosis is problematic. Using technology like that employed in speech recognition technology, we developed a smartphone-based algorithm for rapid and accurate diagnosis of AECOPD. The algorithm incorporates patient-reported features (age, fever, new cough), audio data from five coughs and can be deployed by novice users. We compared the accuracy of the algorithm to expert clinical assessment. In patients with known COPD, the algorithm correctly identified the presence of AECOPD in 82.6% (95% CI: 72.9-89.9%) of subjects (n=86). The absence of AECOPD was correctly identified in 91.0% (95% CI: 82.4-96.3%) of individuals (n=78). Diagnostic agreement was maintained in milder cases of AECOPD (PPA: 79.2%, 95% CI: 68.0-87.8%), who typically comprise the cohort presenting to primary care. The algorithm may aid early identification of AECOPD and be incorporated in patient self-management plans.;http://medrxiv.org/cgi/content/short/2020.12.13.20247486v1?rss=1;14/12/2020;Chronic Obstructive Pulmonary Disease;0.9251
1183;Home-Based Care for People with Alzheimer’s Disease and Related Dementias (ADRD) during COVID-19 Pandemic: From Challenges to Solutions;10.3390/ijerph17249303;There has been supporting evidence that older adults with underlying health conditions form the majority of the fatal cases in the current novel coronavirus disease (COVID-19) pandemic. While the impact of COVID-19 is affecting the general public, it is clear that these distressful experiences will be magnified in older adults, particularly people living with Alzheimer’s disease and related dementia (ADRD), making them the most vulnerable group during this time. People with differing degrees of ADRD are especially susceptible to the virus, not only because of their difficulties in assessing the threat or remembering the safety measures, but also because of the likelihood to be subject to other risk factors, such as lack of proper care and psychological issues. Therefore, in this article, we will discuss the challenges related to home-based care for people with ADRD during a pandemic and propose a formulation of systematic solutions to address these challenges and to alleviate the social and economic impact resulting from the crisis.;"https://www.ncbi.nlm.nih.gov/pubmed/33322696/; https://doi.org/10.3390/ijerph17249303";12/12/2020;coronavirus disease;0.9728
1184;COVID-19 and beyond: implications for dental radiography;10.1038/s41415-020-1842-x;Due to the coronavirus pandemic, all routine dental care in the UK ceased on 25 March 2020. Liverpool University Dental Hospital (LUDH) responded by commencing an emergency dental service on the same date. Clinicians were redeployed within the Hospital to meet the needs of the service, including staffing of the radiology department. LUDH followed Royal College recommendations by taking extraoral radiographs in preference to intraoral radiographs due to the risk of inducing an aerosol. Issues were identified with clinical diagnosis from sectional panoramic radiographs, which led to the introduction of extraoral bitewings being taken as an alternative. A quality assurance audit found that these images provided a substantially lower radiation dose and produced excellent quality images with improved diagnostic accuracy. This article aims to summarise how our radiography practices changed in response to the coronavirus and how the lessons that we have learnt provide an opportunity to modify and improve future practice, beyond the pandemic.;"https://doi.org/10.1038/s41415-020-1842-x; https://www.ncbi.nlm.nih.gov/pubmed/32710056/";24/7/2020;Liverpool University Dental Hospital;0.9315
1185;Predictive Roles of the Repetitive Saliva Swallowing Test (RSST) in Aspiration Pneumonia and Other Respiratory Diseases: Does the RSST Have a Predictive Role in Aspiration Pneumonia and Other Respiratory Diseases?;10.1007/978-981-15-4506-1_13;"Patients with dysphagia do not always present with subjective symptoms. However, asymptomatic dysphagia can also cause clinical issues, especially in those with respiratory conditions. Therefore, adequate screening is an essential beginning to their care. The repetitive saliva swallowing test (RSST) is one of the safest screening methods for dysphagia; it can be easily performed by nonprofessionals in any setting. There is evidence of its predictive values in aspiration pneumonia, chronic obstructive pulmonary disease (COPD), artificial ventilation, and other conditions. Additionaly, it has recently been found to be a strong predictor of the risk of future COPD exacerbation. The cost-effectiveness, harmlessness, and simplicity make it an optimal screening method for the large population of patients with respiratory conditions, although different cutoff values may be useful in different populations. It also takes into account multiple aspects of the swallowing ability, such as respiration, musculature, cognition, and general well-being.";https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7298539/;1/4/2020;chronic obstructive pulmonary disease;0.9711
1186;The Role of Phosphodiesterase-5 Inhibitors in COVID-19: An Exploration of Literature From Similar Pathologies.;10.1177/0885066620957951;Coronavirus Disease 2019 (COVID-19) has had a devastating impact on the ability of highly trained healthcare providers to render sufficient care, due to both the significant demand on resources and the unique nature of this disease that make it resistant to traditional therapies. This review sought to determine the potential role of phosphodiesterase-5 inhibitors (PDE-5) in the management of COVID-19 by extrapolating relevant data and clinical studies from other related disease states, including acute respiratory distress syndrome, acute lung injury, and high altitude pulmonary edema. Following a literature search, 4 reports were analyzed and included in this review. While the heterogenicity of data and the small number of trials included limit the interpretation and applicability, it was consistently demonstrated that PDE-5 inhibitors lowered pulmonary arterial pressures. The overall benefit of these agents is seemingly dependent upon the etiology of the respiratory failure, which warrants expanded clinical investigation for COVID-19.;"https://doi.org/10.1177/0885066620957951; https://www.ncbi.nlm.nih.gov/pubmed/32909898/";10/9/2020;Coronavirus Disease 2019;0.9259
1187;Impact of COVID-19 on cancer patients: A review.;10.1111/ajco.13445;"To inform about the impact of COVID-19 on cancer patients, a literature review was carried out, using the descriptors ""COVID-19,"" ""SARS-CoV-2,"" ""Oncology,"" and ""Coronavirus,"" in the Pubmed, Sciencedirect, and Scifinder databases. Fifty-three articles were included after analyzing the inclusion and exclusion criteria, being divided into five sessions: Epidemiological aspects of COVID-19; Pathophysiology of COVID-19; Clinical aspects of cancer patients; Risks to cancer patients infected with COVID-19; and Care for cancer patients amid a pandemic. The cancer patient has a weakened immune system, due to characteristics specific to the development of cancer or even chemotherapy, leaving these patients more susceptible to infections by COVID-19. Thus, the development of protection plans for cancer patients should be encouraged, reducing the exposure of these patients to the SARS-CoV-2 virus, contributing to the maintenance of the health of the cancer patient, and avoiding possible therapeutic complications that can lead the patient to death.";"https://doi.org/10.1111/ajco.13445; https://www.ncbi.nlm.nih.gov/pubmed/32970923/";24/9/2020;Pathophysiology;0.9502
1188;COVID-19 impact on perinatal care: risk factors, clinical manifestation and prophylaxis. Polish experts' opinion for December 2020.;10.5603/gp.a2021.0023;"Rapid spread of severe acute respiratory syndrome coranovirus-2 virus (SARS-CoV-2) caused the pandemic of Coronavirus Disease 19 (COVID-19). Clinical course of the disease presents symptoms mainly from the respiratory system such as: cough, dyspnea and fever, and among some patients, can deteriorate even further to acute respiratory distress syndrome (ARDS), eventually leading to death. This outbreak, as well as previous ones (SARS, MERS) pose a significant challenge for health care managers, epidemiologists and physicians. Below we are presenting the clinical profile of the COVID-19 among special group of patients; pregnant women and newborns, who require special clinical management during hospitalization. In the summary of this manuscript, we present practical guidelines for managing pregnant women infected with SARS-CoV-2, labor and care of the newborn of a positive mother, as well as practical guidelines for COVID-19 vaccinations. It is important to stress, that this manuscript is based on information available as of December 2020.";"https://doi.org/10.5603/gp.a2021.0023; https://www.ncbi.nlm.nih.gov/pubmed/33576491/";1/1/2021;Coronavirus Disease 19;0.9565
1189;Contact Tracing: An Opportunity for Social Work to Lead.;10.1080/19371918.2020.1806170;Since the novel coronavirus disease (COVID-19) first emerged in December 2019, there have been unprecedented efforts worldwide to contain and mitigate the rapid spread of the virus through evidence-based public health measures. As a component of pandemic response in the United States, efforts to develop, launch, and scale-up contact tracing initiatives are rapidly expanding, yet the presence of social work is noticeably absent. In this paper, we identify the specialized skill set necessary for high quality contact tracing in the COVID-19 era and explore its alignment with social work competencies and skills. Described are current examples of contact tracing efforts, and an argument for greater social work leadership, based on the profession's ethics, competencies and person-in-environment orientation is offered. In light of the dire need for widespread high-quality contact tracing, social work is well-positioned to participate in interprofessional efforts to design, oversee and manage highly effective front-line contact tracing efforts.;"https://doi.org/10.1080/19371918.2020.1806170; https://www.ncbi.nlm.nih.gov/pubmed/32781912/";12/8/2020;coronavirus disease;0.9628
1190;Use of US Public Health Travel Restrictions during COVID-19 Outbreak on Diamond Princess Ship, Japan, February–April 2020;10.3201/eid2703.203820;Public health travel restrictions (PHTR) are crucial measures during communicable disease outbreaks to prevent transmission during commercial airline travel and mitigate cross-border importation and spread. We evaluated PHTR implementation for US citizens on the Diamond Princess during its coronavirus disease (COVID-19) outbreak in Japan in February 2020 to explore how PHTR reduced importation of COVID-19 to the United States during the early phase of disease containment. Using PHTR required substantial collaboration among the US Centers for Disease Control and Prevention, other US government agencies, the cruise line, and public health authorities in Japan. Original US PHTR removal criteria were modified to reflect international testing protocols and enable removal of PHTR for persons who recovered from illness. The impact of PHTR on epidemic trajectory depends on the risk for transmission during travel and geographic spread of disease. Lessons learned from the Diamond Princess outbreak provide critical information for future PHTR use.;"https://doi.org/10.3201/eid2703.203820; https://www.ncbi.nlm.nih.gov/pubmed/33513333/";5/3/2021;coronavirus disease;0.971
1191;Cardiac and arrhythmic complications in patients with COVID‐19;10.1111/jce.14479;In December 2019, the world started to face a new pandemic situation, the severe acute respiratory syndrome‐coronavirus 2 (SARS‐CoV‐2). Although coronavirus disease (COVID‐19) clinical manifestations are mainly respiratory, major cardiac complications are being reported. Cardiac manifestations etiology seems to be multifactorial, comprising direct viral myocardial damage, hypoxia, hypotension, enhanced inflammatory status, ACE2‐receptors downregulation, drug toxicity, endogenous catecholamine adrenergic status, among others. Studies evaluating patients with COVID‐19 presenting cardiac injury markers show that it is associated with poorer outcomes, and arrhythmic events are not uncommon. Besides, drugs currently used to treat the COVID‐19 are known to prolong the QT interval and can have a proarrhythmic propensity. This review focus on COVID‐19 cardiac and arrhythmic manifestations and, in parallel, makes an appraisal of other virus epidemics as SARS‐CoV, Middle East respiratory syndrome coronavirus, and H1N1 influenza.;"https://www.ncbi.nlm.nih.gov/pubmed/32270559/; https://doi.org/10.1111/jce.14479";13/4/2020;coronavirus disease;0.9861
1192;Estimating the effect of physical distancing on the COVID-19 pandemic using an urban mobility index;10.1101/2020.04.05.20054288;"Governments around the world are implementing population-wide physical distancing measures in an effort to control transmission of COVID-19, but metrics to evaluate their effectiveness are not readily available. We used a publicly available mobility index based on the relative frequency of trips planned in a popular transit application to evaluate the effect of physical distancing on infection growth rates and reproductive number in 34 states and countries. We found that a 10% decrease in relative mobility in the 2nd week of March was associated with a 11.8% relative decrease (exp(β) = 0.882; 95% CI: 0.822, 0.946) in the average daily growth rate in the fourth week of March and a change in the instantaneous reproductive number of -0.054 (95% CI: 0.097, -0.011) in the same period. Our analysis demonstrates that decreases in urban mobility were predictive of declines in epidemic growth at national or sub-national scales. Mobility metrics offer an appealing method to calibrate population-level physical distancing policy and implementation.";https://doi.org/10.1101/2020.04.05.20054288;7/4/2020;population-wide physical distancing measures;0.9171
1193;Human induced pluripotent stem cell-derived lung epithelial system for SARS-CoV-2 infection modeling and its potential in drug repurposing.;10.1089/scd.2020.0152;The lung is the most vulnerable target for the SARS-CoV-2 infection and respiratory failure causing Acute Respiratory Distress Syndrome (ARDS) is its foremost outcome. However, the current primary in vitro models in use for SARS-CoV-2 display apparent limitations for modeling such complex human respiratory disease. While patient cells can directly model the effects of a drug, their availability and capacity for expansion are limited compared to the transformed/immortalized cells or the tumor-derived cell lines. What's more, the latter may harbor genetic and metabolic abnormalities in the course of their derivation, making them unsuitable for drug screening. Therefore, it is important to create physiologically relevant human-cell models that can replicate the pathophysiology of SARS-CoV-2, thus, facilitating drug testing. Here, we show preliminary data on how human induced pluripotent stem cells (hiPSC)-based lung epithelial cell system could emerge as a relevant and sensitive platform for modelling SARS-CoV-2 infection and drug screening.;"https://doi.org/10.1089/scd.2020.0152; https://www.ncbi.nlm.nih.gov/pubmed/32867617/";31/8/2020;Acute Respiratory Distress Syndrome;0.9326
1194;Just-In-Time Tools for Training Non–Critical Care Providers. Basics of Respiratory Failure;10.34197/ats-scholar.2020-0039in;Due to the limited number of critical care providers in the United States, even well-staffed hospitals are at risk of exhausting both physical and human resources during the outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). One potential response to this problem is redeployment of non–critical care providers to increase the supply of available clinicians. To support efforts to increase capacity as part of surge preparation for the coronavirus disease (COVID-19) outbreak, we created an online educational resource for nonintensivist providers to learn basic critical care content. Among those materials, we created a series of one-page learning guides for the management of common problems encountered in the intensive care unit (ICU). These guides were meant to be used as just-in-time tools to guide problem-solving during the provision of ICU care. This article presents five guides related to the evaluation and management of patients with hypoxemic respiratory failure and the basics of invasive mechanical ventilation.;"https://www.ncbi.nlm.nih.gov/pubmed/33870281/; https://doi.org/10.34197/ats-scholar.2020-0039in";29/6/2020;coronavirus disease;0.9654
